文本;真实一级评论数;真实点赞数;边数;最大边数;集群密度
长治超话关于日本排放核污水详细分析一，日本在国内建设日本学校，日本学校教育重点是什么？是正常教育，还是危害我国的教育行为，现在必须日日查清，二，日本为什么储存大量水资源，和日本排海有直接关系吗？三，日本为什么把储存在一个个储存罐里的致癌，致畸，致突变的核辐射水排放进海洋，日本排放进海洋里的核污水中其中之一的氚进入生物体内，会在细胞内横冲直撞直致毁坏挂掉细胞引起疾病，世界海水是互通的，核污水会通过太平洋周围循环海流分布，最后进入各个海洋，鱼类海产品被核辐射水吸收辐射污染，如果长期食用核辐射水污染食品，首先会造成对血器官，神经系统等损伤、或者更大疾病，引发海洋生物种群减少，核辐射水会通过大气循环被蒸发到云层，再形成雨水形式对地球造成严重影响，核污染水含有大量放射性物质，核污染水会随着大海流入大江大河，最终影响全地球全人类居住环境，如果，这个严重危害一旦形成肯定再无法逆转，我认为，日本隐藏在我们国家的间谍，应该一一查清，抓获。我们全球可以没有日本，但不能没有海洋。我们地球氧气是由陆上植物提供，而是由海洋里绿植提供，而这排放在海洋里的核辐射水对海洋里绿植能带来什么？，这其中的严重性自己想，对私自经营日本物品者必须严查;-6;32;26;9387;0.0027697880046873334
日本可能采取措施保障参加杭州亚运会的运动员的安全月日，据共同社报道，日本正在考虑采取措施，防止日本运动员在中国杭州举行的亚运会期间遇到麻烦。在此之前，受损的福岛核电站的放射性污水被排放入海。日本奥委会（）山下泰裕，本周三在东京举行的例行记者会上表示，正在与外交部和日本驻北京大使馆协调，看看需要采取什么措施：“视情况而定，我们希望与运动员进行适当的沟通，以避免任何麻烦。”他说，尚未向体育管理机构发出具体警告。日本计划派出大约名运动员参加亚运会，此时距离巴黎奥运会还有不到一年的时间。;12;42;54;9387;0.005752636625119847
平时都说自己爱国，日本排放核污水，你们怎么不说自己爱国了哔哩哔哩;1;0;1;9387;0.00010653030787258975
反对日本核污水排入海洋核废水排入大海坚决禁止日本核污水排放大海保护我们唯一的家园当当娱乐当当娱乐的微博视频;1;1;2;9387;0.0002130606157451795
华为浏览器日本福岛县甲状腺癌患者状告东电，民众集会声援评：支持日本人民维护生存权而生存权，又是最基本的人权。日本东电公司的最大股东是美国的贝莱德集团。那么一直打着民主、自由、人权牌坊的美国，就要为高调支持日本排放核污水付出代价。肩负起一个发达大国的责任，做好因福岛核电站核污水排放对日本人民造成伤害的相关赔偿工作，消除核污染源等，美国责无旁贷。现在受核污染危害最多的是日本人民，如果继续排放下去，后果不堪设想，美国、日本东电，悬崖勒马的时候到了。网页链接;3;78;81;9387;0.00862895493767977
我有选择困难症写思想汇报写时政我是写关于“逃出大英博物馆”还是写“日本排放核污水”帮我选选;2;1;3;9387;0.00031959092361776926
日本核污水排放处一个指标迅速升高潮新闻记者梳理日本东电公司官网发布的监测数据发现，自启动核污染水排海以来，号机取水口内检测出的铯元素含量明显高于以往。铯通常是核能反应、核爆炸或核事故的产物之一对人体有辐射危害，因为它会发射（贝塔）粒子和伽马射线。这些射线可以与人体组织相互作用，导致细胞损伤。中科院南海海洋研究所研究员陈更新曾在接受采访时指出，从扩散路径来看，日本核污染水会影响到中国南海、东海、渤海和黄海。北太平洋是其中严重的被污染区。事实上，全球都逃不掉日本核污染水的影响。;11;50;61;9387;0.006498348780227975
韩媒：日本拟扩大向韩国出口水产品据韩媒《京乡新闻》月日报道，日本为支持因排放核污染水而出口受阻的本国海鲜，正在推进扩大向韩国的出口。就《京乡新闻》提出的“污水排放后，新出口国家是否包括韩国的问题”，受日本政府要求正在开拓水产品销路的日本贸易振兴公社表示：此次对策中包括韩国市场，正在研究向韩国追加出口日本产水产品的可能性。解释说：“去年访问日本的游客中，韩国人占最多，他们访问日本的原因之一就是日本美食。因此，我们决定进一步开发市场。”表示，尚未与韩国政府讨论扩大海鲜销售渠道的事宜，但已在招募中间业务经营者，他们将发现想要进口更多日本农产品和海产品的韩国企业，“该计划的目标不仅仅是增加出口，我们认为满足相关企业的需求也很重要。”据海洋水产部统计，韩国平均每年进口日本水产品超过万吨，其中进口最多的是扇贝（吨）。扇贝也是日本受中国禁运打击最严重的商品。韩国从年月开始禁止进口福岛等核电站周边个县的水产品，但其他地区水产品进行放射性测试后可以进行进口。;84;621;705;9387;0.07510386705017577
坏消息：世界上没有炎龙侠更坏的消息：更没有禅定印更更更坏的消息：有污染海水的异能兽奥特曼日本排放核污水保护生态环境颜汽水的夏天的微博视频;1;1;2;9387;0.0002130606157451795
老兵带你看世界直击日本强排核污水后的情况岸田要哭了？中国赴日旅游团骤降郭正亮：日本的损失只会越来越大网友：海产卖不出去，旅游又泡汤，结果会越来越严重赶紧停止吧日本排放核污水的影响有多大品茶说酒的微博视频;39;227;266;9387;0.028337061894108874
日本排放核污水后最让人担心的事发生了卫星观地球的微博视频;185;1982;2167;9387;0.230851177159902
说真话知真相超话月日韩国两大在野党召开联合记者会，日出发前往欧美等国吁吁共同扺制杇污水排放，网友：国虽小，但硬气，但对于日本核污水一事，我佩服大部分韩国人星球之音的微博视频;6;50;56;9387;0.005965697240865026
专家曾称外星人不敢来地球让外星人去治一治日本那群排放核污水的人吧;4;13;17;9387;0.0018110152338340257
李在明如果没有李在明绝食这个话题，请问国人们还记得日本排放核污水这件事吗？绝食第天，很佩服，至少人家还在抗议日本排放核污水，而国人呢早已忘了核污水这件事了，还说风凉话，事不关己。但是养好身体才能更好的抗争，不管怎样希望他能进食;7;39;46;9387;0.004900394162139128
专家曾称外星人不敢来地球外星人：谁敢来啊哎哟一群专家天天建议就算了日本还居然排放核污水;1;3;4;9387;0.000426121231490359
日本排放核污水后，变异生物怪兽迟早出现，今天有很正常;1;0;1;9387;0.00010653030787258975
过来处理日本排放核污水的吗;2;2;4;9387;0.000426121231490359
这几年越来越频繁了。实在转移日本排放核污水这种重大且长久的消息嘛？？;1;0;1;9387;0.00010653030787258975
外星人我只希望可以关注日本排放核污水，就没人管管么;3;1;4;9387;0.000426121231490359
现在资本在用，预制菜等在分流核污水的影响力，大家千万要多搜核污水，多发帖多点赞，不要买日本的所有东西，不要吃进口的鱼，能用国产，尽量用国产。小日本会换包装和产地继续卖到中国来，已经有人吃到辐射三文鱼了请在外国的网友或者能上外网的朋友多在国外宣传下，核污水是含有很多放射性的水，你们看日本人展示出来的是清水，但是排放到大海的是污浊的混水就知道了，为什么颜色不一样？？因为含量不一样。而且海洋里的小动物都会生病，会长着两个身体三个脑袋，还会得癌症，但是它们没有医生，像海豚、海獭、海豹还会随着污染被迫离开栖息地，而且随着动物的食物链和洄游还有洋流，日本核废水辐射遍布全世界。日本核废水排放极端自私日本核废水排海已经开始影响邻国日本核废水;11;399;410;9387;0.0436774262277618
如果真的有外星人，那请去把日本排放核污水的人灭了给人类赔罪整个人类都会感谢你;1;2;3;9387;0.00031959092361776926
日本核污水全世界又是只有我们反对从另一个角度看，如果这个排放是不达标的，国际社会的其他各国（包括日本本国）不可能会自寻灭亡日本核废水在排放前是经过国际原子能机构长达两年的检测（其中包括中国核电专家，当时并未提出反对意见）现在全网挑起的民族对立情绪是出于什么目的呢？再回头看下新冠曾经也是与世界各国做法完全不同，最后还是迫于社会舆论压力放开（长达三年的封闭管理）那么谁对谁错？;2;4;6;9387;0.0006391818472355385
前几天因为日排放核污水的原因，都抵制日产，我还在说，怎么可能抵制完呢？每一个手机的镜头模组都来自日本。华为感觉真的真的要做出镜头模组来了不知道咋说才能表达这种震惊的心情，很伟大，我们也有徳式的工匠精神了;1;2;3;9387;0.00031959092361776926
外星人日本排放核污水墨西哥发现外星人是不是不久世界就要毁灭了可以不考四六级不考研不考公不考教资了吗;1;0;1;9387;0.00010653030787258975
听了这张专来看的，震撼到我在班车上哭到不能自己。关于告别三个时间版本的歌曲，在专辑中顺序是从近到远，直到看了剧才发现顺序是倒过来的，甚至最动感的两首出现的场景并非真实，而初听看似深情的，出现在剧中却是人物悲凉的境遇。再听真是绝妙。另外就是望远镜之外的景色，当初在里约奥运会“东京八分钟”听到就爱上了，还很好奇为什么是这个名字，今天才知道出处，“把望远镜拿反，远处的景色会变小，过去也会变得更加遥远”逃离了望远镜之内的记忆，但之外的景色却永远在那。野田秀树太敢了，林檎女王我永远的神不说了能把出自这部剧的歌曲带到奥运会上展示国家形象，用意可想而知）然而谁能想到望远镜之外的今天日本排放了核污水;1;1;2;9387;0.0002130606157451795
