用户名;评论内容;评论时间;IP属地;帖子账号粉丝数;一级账号粉丝数;评论属地;评论点赞数;发布时间;链接;发布者;评论数;点赞数;转发数;文本;发布者;评论文本;标记
Gazmir Brahimi;"Herbal treatment is 100% guarantee for HSV cure, the reason why most people are finding it difficult to cure HSV is because they believe on medical report, drugs and medical treatment which is not helpful to cure HSV. Natural roots/herbs are the best remedy which can easily eradicate herpes forever for more information about herpes cure visit

https://
www.facebook.com
/
154125297775921";2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Olivia Would;Great news;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Didine Tlm L'homme Brun;Hi;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Rhoda Johnson;Nice;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Sarah Joe;🥰🥰🥰;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Salice Rose;Good ❤️;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Daryush Giv;So great;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Helen Andre;"Hi guys I just relocated to Texas
If you want to be friends please kindly send a request";2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Usama Ahmed;Hello guys anyone who can be a friend to me;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Thamer Sanaâ;❤❤❤;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Thamer Sanaâ;👁👁;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Abdiaziz Abdullahi Barre;Hi;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Redmond Cian;Nice;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Yanusa Shairi;"I got paid again, I can’t keep it to myself I promised Elvise Owen to tell all my loved ones about his platform to show appreciation for what he did for me, invest with him he’s legit and trustworthy.
👉 Elvise Owen";2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Lucas Gabriel;"Imma do this once, sending 5 grand to the first 6 people to message me with ""LUCKY ME"" cus i feel some people are going through difficulties, Y'all stay Blessed";2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Pablita Ramirez;Being a newbie wasn’t actually really easy at first, I loose multiple times due to poor management and analysis. Getting along well with Albert Perez and his services played a huge role in my growth financially much transparency. His service is top notch.;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Nandile Wellas;"It was a great pleasure for me to open my wallet this morning and see my profit of $25,000 from my small investment of $2,000 For this I will not stop telling people about you Trader Naomi Ivebeinun, you are a a good businessman Ma am. contact her on her link to succeed too.
👇👇👇👇👇👇
https://
www.facebook.com
/
Melinda7Frank?mi
bextid=ZbWKwL";2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
John Paul Panich;You are indeed a great man to be called, I assure you that I will bring friends to invest with you because of the excellent work you did for me. I will keep sharing the good news about you Collins Rogers;2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Ember Johnson;"Hi guys
Am single";2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Monica Larry;"Emmanuel TV win today synagogue church of all nations for prayers helpline and counselling Whatsapp https://
wasap.my/
+2348159457525 or email tbjoshuascoan50
@gmail.com for your new Anointing healing morning waters,and stickers, prayers.healing
,breakthrough and counselling ,for prayers helpline and counselling Whatsapp https://
wasap.my/
+2348159457525 or email tbjoshuascoan50
@gmail.com Emmanuel TV win today";2024-06-18T22:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
John Brewer;"Things are kinda tough atm,especially this time of the month so as a way of helping out those who needs financial assistance,I’m funding first 5 people to hmu""HARD LABOR "" let's spread love and end inhumanity 🇺🇸❤️";2024-06-18T23:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Memey Somay;"https://
youtu.be/
Sddxf6dC-pk";2024-06-18T23:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Ronald Jordan;I'm humbled and appreciate of the bonus. it a great reminder of the hard work that I've put in and will continue to put in Dennis Crawford;2024-06-18T23:00:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Louis Matthew;"I feel like there is no greater joy than having financial freedom and a life free of debts, that’s why I keep posting a comment about his mentorship and technical analysis is second to none his experience in trading is incomparable, Trading made easier following 📈📉👇👇
James Eisa";2024-06-18T23:03:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Jame Coleman;"Choice made play a better role in giving a meaningful outcome I knew the moment I gave it a trial Honestly receiving is what I never expected.Thanks
for putting an undying smile on my face.. Contact her and thank me later. Alice Katherine Fx";2024-06-18T23:08:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Arya Singh;"The surge in Nvidia's market value is an impressive accomplishment,
driven by the strong demand for its chips.";2024-06-18T23:23:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
Aniya Bella Miller;However, we should also be wary of the risk of valuation bubbles that may result from overly high stock prices. Nvidia's performance and development prospects require continued attention.;2024-06-18T23:27:00;;;;;;2024-06-19T07:00:14;https://facebook.com/story.php?story_fbid=pfbid02vzYCopEu87kj6hFomfWNCyxZvGRFKD42weJuWjWfqLQ9R1WD8yxaepkbMRmjhTucl&id=100053584873398;USA TODAY;85;183;22;The surge in Nvidia's market value has been driven by demand for its chips. Shares are up more than 170% this year.;USA TODAY;;0
